id,adaptibility,danceability,duration,energy,explicit,happening,instrumentalness,loudness,mode,naturality,positiveness,release_date,reputation,speechiness,tempo,time_signature,total_tracks
cG7dLYIg0LSLWYM1,3,46.400000000000006,515943.0,99.2,False,0.199,0.000452,-1.178,5,5.38e-05,0.386,2023-09-15,57,0.088,151.896,4,13
9xJLg56WVoBKIVDd,1,22.1,433391.0,99.6,True,0.342,2.86e-06,0.516,6,0.000193,0.182,2022-09-09,47,,,4,10
5hWC5xK7E1mpIqER,0,42.3,618005.0,38.9,False,0.156,0.894,-28.194000000000003,6,0.958,0.193,2022-04-27,52,0.0424,184.005,4,5
d/DTciSvxzMIpHoa,0,64.5,513205.0,69.3,False,0.175,1.22e-05,-7.962,6,0.0811,0.553,2004-05-18,64,0.0344,97.555,4,12
tdhH10pvT45zOIzB,9,81.39999999999999,437949.0,56.3,True,0.117,0.00188,-13.148,6,0.00866,,2023-05-03,44,0.0377,110.991,4,1
v8SiwBcR6JKJo8NZ,1,48.0,458537.0,95.19999999999999,False,0.2,0.000755,-3.0980000000000008,6,0.000125,0.31,2019-09-27,58,0.0493,127.151,4,2
sNUqatxX5Fsf/nVi,1,61.4,871997.0,47.099999999999994,False,0.357,0.894,-16.486,6,0.402,0.649,2023-02-24,32,0.0424,105.552,4,8
SvrdHSHAiIAn5zUI,7,62.2,466671.0,57.099999999999994,False,0.112,0.877,-18.538,5,0.472,0.125,2018-01-12,44,0.045,107.999,4,1
gaq1/p+ojMcVDN1n,10,17.599999999999998,264245.0,,False,0.29,0.915,-50.252,6,0.97,0.0332,2002-03-08,66,0.0406,71.673,5,17
Q+JAG/r0EFL43c3M,6,34.8,541097.0,97.6,False,0.215,2.78e-06,-5.834,5,2.37e-05,0.386,2022-04-15,44,0.13,,4,10
7ZFqu6OWDsgGrvGB,3,,418551.0,,True,0.191,0.00598,-9.916,6,0.544,0.284,2018-10-26,85,0.0261,88.964,4,12
wL6t6wmIp8b1PN35,1,73.4,471583.0,67.9,False,0.177,0.00432,-12.745999999999999,6,0.0774,0.53,2021-04-16,37,0.082,113.729,4,1
cY58mxDgDjZsqd1P,1,66.7,482325.0,60.8,True,0.426,0.000198,-9.108,6,0.324,0.475,2013-06-18,80,0.216,99.992,4,21
nrrqm3nOkQlcgxYK,7,78.10000000000001,303755.0,93.0,False,0.182,0.545,-6.321999999999999,6,0.0341,,2023-06-22,53,0.0706,128.013,4,1
39UqqfoWmV+t0qzU,2,63.9,405247.0,87.0,False,0.167,0.307,-11.648,5,0.000673,0.96,2023-03-07,48,0.0284,128.035,4,1
dl/OHUqCmi/9WzpB,0,59.3,485497.0,74.0,False,0.104,0.0,-4.978,6,0.176,0.133,2020-11-20,47,0.0261,109.986,4,1
JNtQR2oNQ+x1yBVg,5,41.099999999999994,609733.0,97.7,False,0.11,0.0,-3.9399999999999995,5,0.000449,0.388,2019-06-18,36,0.202,185.129,4,12
vs7RQW7UKXryYwDO,2,44.7,630857.0,44.9,False,0.0697,0.961,-16.268,6,0.934,0.036,2013-01-01,80,0.0376,92.468,4,14
4RJziCM318s4iI8N,6,74.7,392005.0,94.89999999999999,False,0.635,0.73,-1.4379999999999997,6,0.00347,0.733,2023-06-16,43,0.0715,130.06,4,9
wOpgH9A/NcBdQF2N,7,64.9,324081.0,47.0,False,0.103,0.0,-12.280000000000001,5,0.609,0.882,2023-02-10,56,0.0572,83.012,4,1
/16vJTrwMEVTDNYf,0,64.7,491631.0,64.7,False,0.076,0.00682,-9.636,6,0.169,0.564,2020-06-26,50,0.0332,141.939,4,12
pHqL6JNMdLt8kUIM,3,75.6,311445.0,60.9,True,0.0959,0.00482,-10.854,6,0.217,0.537,2017-10-11,75,0.0544,117.024,4,1
irXGsyxv5POwC94I,8,16.5,1184085.0,10.6,False,0.105,0.782,-38.484,6,0.807,0.0336,1993,50,0.039,105.651,3,11
6oxUTF3t9Ty26co1,7,31.5,351275.0,68.2,False,0.457,0.0,-7.804,5,0.038,0.12,2023-09-22,62,0.0434,,4,2
haRoQ8YO9HchW6tr,5,62.2,272771.0,49.9,False,0.136,0.922,-12.812000000000001,5,0.169,0.493,2021-05-28,42,0.0468,81.022,4,16
/P4F7n/8o8496VtI,9,70.3,426867.0,32.9,False,0.123,2.23e-05,-13.361999999999998,5,0.936,0.597,2023-01-13,37,0.128,95.733,4,13
xkUt+ewsAfxCGuAy,1,64.9,411097.0,,False,0.11,0.000277,-15.617999999999999,5,0.381,0.262,2023-08-25,55,0.0339,129.138,4,5
7Gl6C0NAFWSnvTZs,9,54.6,526703.0,85.0,False,0.247,0.178,-6.635999999999999,5,0.0737,0.439,2023-09-22,58,0.0347,105.991,4,10
KbUYA+xAAP1NOyKL,5,67.7,478637.0,48.5,False,0.0766,2.04e-05,-6.59,6,0.529,0.493,2014-05-26,87,0.0361,82.001,4,10
VvmDfc3nltb1xzhm,11,48.1,623839.0,,False,0.166,0.473,-23.992,6,0.777,0.582,2023-08-25,32,0.0783,92.329,4,1
HM//Ml4Q++uwI8aX,0,47.199999999999996,727951.0,71.0,False,0.103,1.36e-06,-12.704,6,0.278,,1975-11-01,60,0.0599,120.052,4,8
klTCmkfCAJge/Uaf,1,68.60000000000001,464137.0,49.4,True,0.402,5.8e-05,-9.186,6,0.613,0.7,2022-07-15,84,0.0355,168.946,4,10
fNXqnfkAI2Bo0oeG,5,62.9,424245.0,54.800000000000004,False,0.104,2.21e-05,-10.388,6,0.471,0.582,2023-02-24,65,0.0334,165.931,4,1
mTmwtSBaAet/9WdX,6,87.1,390005.0,58.599999999999994,False,0.268,0.0,-1.4180000000000001,5,0.0935,0.862,2022-10-04,39,0.0718,83.996,4,1
B44qxyCdcBXLEZpK,1,73.6,396195.0,,False,0.197,0.0989,0.2699999999999996,6,0.000437,0.202,2023-08-31,58,0.104,126.009,4,5
H1AjwZnyYcdF+FAb,6,74.6,363255.0,93.89999999999999,False,0.248,0.272,-6.346,6,0.0163,0.451,2023-07-14,47,0.0884,126.029,4,1
814NzWhC3/ElvVDe,7,47.699999999999996,332831.0,33.7,False,0.188,0.00384,-20.048,6,0.86,0.567,2022-11-18,27,0.0387,158.742,4,16
azU0Idt/REgR7V45,6,64.1,429951.0,74.0,False,0.281,0.0,-11.850000000000001,6,0.249,0.914,2007-01-01,61,0.118,152.939,4,18
DQVp+qHvJFuw0KEa,3,22.1,214005.0,0.193,False,0.0805,0.956,-81.418,6,0.992,0.347,1997-04-07,63,0.0409,69.843,5,37
bzn8LdynQs9XMOZO,11,78.0,333257.0,51.0,False,0.0731,0.00025,-11.23,5,0.332,0.722,2023-09-08,62,0.0536,154.057,4,14
8rdmB7s2G2/PgiSZ,2,50.4,565629.0,54.400000000000006,False,0.0861,0.862,,5,0.613,0.175,2021-06-18,48,0.0402,,4,7
PNlYV/pygvSoxsj+,8,85.0,307505.0,92.7,True,0.0683,0.00659,-3.5299999999999994,6,0.000192,0.601,2023-01-13,67,0.0422,,4,2
+MAa6Ti0iEyiWF9J,6,79.2,312385.0,65.7,False,0.11,1.26e-06,-7.5280000000000005,6,0.339,0.779,2022-09-23,44,0.0397,,4,7
mL3kmTAqBlJrJdxM,0,23.7,696015.0,92.9,False,0.621,0.0762,-6.086,6,0.000727,,2021-10-15,38,0.0655,87.591,4,17
L820G/rB/JV7F0tz,7,62.6,401523.0,73.2,False,0.119,3.72e-05,-7.086,6,0.175,0.286,2023-03-28,64,0.0395,90.015,4,1
onCeOA7Oj5jiN5s7,7,,195925.0,60.4,False,0.0271,0.0,,5,0.114,0.847,2018-10-16,84,0.11,168.007,4,8
lPsPzZUkeaBkNQmf,10,69.1,348885.0,58.099999999999994,False,0.147,4.62e-05,-10.7,6,0.557,0.91,1964,65,0.065,126.615,4,12
eCzIcYCMPKrp6a7s,10,64.4,401925.0,86.8,False,0.322,0.0,-2.96,6,0.183,0.642,1998-03-17,64,0.0464,134.38,4,10
Rn99Iq1X3dRfzU/Y,2,22.5,830591.0,0.808,False,0.0954,0.851,-54.65,6,0.944,0.0313,2020-12-24,42,0.047,,5,10
f7WyYR9giC728/6P,11,71.8,380137.0,50.1,False,0.0962,1.35e-05,-13.192,5,0.411,0.728,2022-04-19,36,0.0945,141.848,4,1
M5zVNkuRJEEfJyiT,4,68.0,343389.0,24.6,True,0.106,0.0,,6,0.783,0.388,2019-09-30,86,0.058,110.23,4,1
SfmdYvDB8dl6SHul,10,62.1,460389.0,82.0,False,0.104,0.0,-4.73,6,0.332,0.452,2010-10-05,78,0.0367,144.905,4,10
S7SiQPZcrAPXNEEL,2,50.2,340017.0,1.6500000000000001,False,0.0668,0.953,-47.12,5,0.995,0.0829,2023-06-30,46,0.065,133.864,4,1
56wTVTcCVaVRLgPw,5,17.1,401577.0,18.9,False,0.169,0.959,-39.758,6,0.857,0.0572,2019-07-19,48,0.037,91.047,5,39
wWtiLBzy50Mb4AiN,11,65.3,383877.0,59.8,False,0.253,0.0,-8.856,6,0.0596,0.137,2020-07-10,60,0.113,82.911,4,7
PcsHQHXTxLJTq6G2,4,53.7,417679.0,37.4,False,0.167,0.00041,-12.129999999999999,6,0.915,0.445,2023-10-17,59,0.034,93.847,4,1
fnOjO3FoU3P5/O7n,7,60.6,863017.0,48.6,False,0.0757,0.00145,-22.106,5,0.0111,0.809,1973-01-01,60,0.041,87.567,4,5
iASIVbM475NgMOgQ,6,50.5,455231.0,92.2,False,0.132,0.436,-6.016,6,0.0283,0.788,2023-09-29,41,0.0393,,4,10
lvC+aBxbWow5ruLd,10,54.300000000000004,633337.0,21.7,False,0.109,0.936,,5,0.921,0.292,2023-09-29,46,0.0302,107.939,3,6
CpKw5UarQFiwjR4K,10,76.5,474605.0,47.3,False,0.391,0.0,-6.6579999999999995,6,0.287,,2016-04-01,85,0.0514,119.992,4,11
C7sPDyYtGmLF98hh,6,77.8,385317.0,88.6,False,0.0873,0.365,-8.394,5,0.00937,0.578,2023-07-14,54,0.0726,128.002,4,1
tdwFzdZ9e/wrIZDZ,8,36.5,514289.0,96.3,False,0.0559,0.0,-3.2940000000000005,6,2.97e-05,0.129,2023-06-16,50,0.127,149.949,4,2
/egZOZtbV+prLDby,1,48.3,384505.0,9.520000000000001,True,0.126,1.36e-05,-16.622,6,0.91,0.327,2023-07-13,37,0.0367,104.608,4,2
zuvNMB8Hghzx+GW0,9,65.3,,88.6,False,0.126,0.236,-11.474,5,0.0778,0.0638,2022-10-11,59,0.0685,124.004,4,1
xFQtIC59Av9Jrh7z,4,38.2,267741.0,26.3,False,0.104,1.82e-05,-19.648,6,0.958,0.347,2023-02-03,27,0.0837,80.592,3,1
Vum43I5YV0ywb4g8,5,47.599999999999994,590301.0,5.140000000000001,False,0.154,0.0,-31.17,5,0.865,0.179,2023-10-06,48,0.0562,105.09,4,2
7GwTHgwHg/P5P0k3,10,54.7,564887.0,21.0,False,0.0823,0.00517,-23.474,5,0.812,0.379,2023-10-20,24,0.256,,4,2
urqYEIvcC6EMDRDS,1,31.7,591577.0,93.8,False,0.293,0.0016,-8.946,5,2.62e-06,0.132,2022-01-28,36,0.078,175.018,4,1
v4F/B7+pAknJBewD,9,61.9,669513.0,47.5,False,0.0816,0.367,-15.056000000000001,6,0.0678,0.597,2023-10-20,52,0.0242,85.796,4,1
NpIfj+ZnA3yfWnpc,2,67.4,495817.0,62.8,False,0.0944,0.0,-9.158,6,0.00144,0.552,2012-09-18,81,0.03,,4,17
O2j5VyYu7pwTH12M,4,56.39999999999999,349471.0,96.5,False,0.369,0.0,,6,0.00107,0.522,2020-11-13,44,0.0669,133.994,4,12
X4cuCNl4ThpCjhQ4,0,22.8,394671.0,42.699999999999996,False,0.592,0.0167,-12.478000000000002,5,0.752,0.192,2022-09-16,76,0.0363,180.345,4,1
yeL9REHzfatDPp0G,11,52.1,474937.0,44.3,False,0.475,0.0,-11.376000000000001,6,0.308,0.596,2001-01-01,67,0.0395,76.228,4,20
Ed2hooKYG00k8hwE,5,61.8,664529.0,48.4,False,0.0723,0.0,-7.6419999999999995,6,0.644,0.598,2023-07-14,33,0.0572,113.742,4,1
vIG3qe1y6k64mPYP,10,38.1,548955.0,58.199999999999996,False,0.152,0.0592,-7.795999999999999,6,0.0376,0.0754,2023-09-20,55,0.03,96.095,4,1
KRItMWN3Ov6h3p7L,8,50.7,689559.0,97.6,False,0.26,0.22,,6,0.000726,0.482,2023-10-16,49,0.0405,125.001,4,1
uQcy9cFYrw4PlTbK,7,59.3,467445.0,85.5,False,0.126,2.1e-05,-11.841999999999999,6,0.336,0.648,1974-06-01,53,0.0775,96.183,4,10
iO4W8KkEjUjBKngU,7,53.900000000000006,338861.0,51.6,True,0.132,0.0,-10.114,5,0.57,0.403,2023-04-21,45,0.0549,120.758,4,1
VTx+ON91MRiEegDv,1,61.8,636671.0,,False,0.126,0.412,-12.079999999999998,5,0.18,0.328,2023-05-12,34,0.0457,91.136,4,1
FYKh7kdQwvC1AhPv,2,39.0,478161.0,52.400000000000006,False,0.0746,2.2e-06,-15.611999999999998,5,0.242,0.616,2023-07-14,27,0.0925,79.358,4,2
vif410ZyPfjC3nZM,8,57.3,712751.0,59.5,False,0.0982,0.867,-26.848,6,0.828,0.423,2023-05-19,45,0.0359,121.973,4,7
OqBcvPlBTkukIGEQ,1,6.8500000000000005,571685.0,1.73,False,0.1,0.66,-48.692,5,0.942,0.073,2009-08-11,49,0.0408,,1,32
CkMwD5Al+yx3B4iO,0,56.2,555017.0,43.7,False,0.0806,2.18e-05,-15.457999999999998,6,0.219,0.15,2017-06-16,74,0.052,124.852,4,11
ZynwBnEtfwd1vUvT,9,64.8,400485.0,33.900000000000006,False,0.105,0.881,-23.856,5,0.966,0.169,2021-01-22,56,0.0304,119.984,4,10
6k/jHIbay5Mr6NPL,9,32.6,715423.0,45.4,False,0.117,0.888,-13.963999999999999,5,0.229,0.179,2023-08-04,60,,150.236,4,11
CBgTodAeXEfksGqT,11,77.9,241865.0,97.8,False,0.264,0.55,-2.6660000000000004,5,0.0106,0.211,2023-06-29,53,0.0721,129.01,4,1
fRvXO/wbxcgkijmq,4,69.6,410185.0,48.8,False,0.109,0.00334,-14.89,6,0.401,0.713,2023-04-27,42,0.0626,,4,1
iqO09X1hDqLmfrwR,1,79.0,252005.0,56.2,False,0.186,0.015,,6,0.08,0.812,2023-07-14,45,0.287,,5,7
I1ecqmRg1bfz6l80,7,23.9,622217.0,,False,0.122,0.644,-20.13,5,0.876,0.185,2005-01-26,71,0.0388,71.608,3,9
mKAFyGUraltUgo2h,7,46.300000000000004,719337.0,16.2,False,0.0943,0.825,-43.968,5,0.963,0.374,1985-01-01,45,0.045,125.514,4,7
fd8PWOd8X0JMzBtl,7,76.7,360965.0,80.60000000000001,False,0.123,0.253,-11.14,6,0.00667,0.284,2023-06-30,42,0.0757,125.018,4,1
qNgyaIaV+XafN+sD,11,56.99999999999999,398469.0,80.4,True,0.187,8.96e-05,-8.564,6,0.0598,0.624,2021-10-08,74,0.0701,87.533,4,12
l9UAZqHSXbwyIfO3,1,40.8,591495.0,30.9,False,0.0976,0.00166,-14.443999999999999,5,0.883,0.099,2023-06-16,29,0.0296,77.967,3,1
JA2SGfuA07d0TFWy,6,65.4,376919.0,83.2,False,0.0833,0.196,-8.656,6,0.00296,0.38,2023-10-13,43,0.0393,128.078,4,1
SSSgmPFiz4u7lnp4,5,68.4,356751.0,48.199999999999996,False,0.148,0.000351,-13.468,6,0.778,0.749,1968,62,0.0371,123.532,4,11
pV/XmY+Ni7lD1zY0,7,57.49999999999999,,96.2,True,0.111,0.000454,-2.748,6,0.000183,0.342,2020-05-15,49,0.0847,118.044,4,15
zMPE3k8+qByMA4bj,1,61.1,364885.0,64.5,False,0.715,0.0,-11.508,6,0.724,0.748,1966-01-01,58,0.0634,125.156,4,11
AcfkhQ+0xql01UjL,11,23.5,400725.0,6.39,False,0.466,0.603,-43.808,5,0.962,0.0781,1999-02-01,61,0.049,120.736,3,18
uI+8xizHcAUCO68T,0,72.2,388325.0,35.3,True,0.157,5.99e-06,-13.46,5,0.191,0.448,2023-07-13,44,,121.909,4,1
3EvS7qD8mvrTiDo5,7,47.3,556377.0,91.7,False,0.156,0.0398,-5.6,6,0.000413,0.29,2023-07-11,41,0.0588,143.887,4,2
hm/lNy341C9BBX0y,2,23.0,3275791.0,10.5,False,0.088,0.0944,-35.418,6,0.954,0.123,2023-07-14,46,0.0492,88.716,4,3
Quz7Pz8T11mwqw0G,0,32.9,261497.0,14.099999999999998,False,0.128,0.878,-45.674,5,0.981,0.21,2023-09-22,47,0.0415,66.108,4,1
VHUkfLPwYNvvspSv,1,83.1,414977.0,49.1,False,0.0882,0.00902,-6.648,6,0.0621,0.611,2023-04-03,50,0.0448,114.028,4,1
sb1TFdhvIdsm3HeI,6,57.099999999999994,396421.0,78.3,False,0.106,0.0,-5.75,6,0.0152,0.569,2020-01-10,65,,105.015,4,12
edLBOQKp8dvIXOOI,6,57.599999999999994,448857.0,80.7,True,0.0512,0.000363,-2.816,5,0.353,0.908,2003-02-06,76,0.317,90.012,4,19
2VCvS16fHjAYneb5,11,18.2,483611.0,3.7699999999999996,False,0.0804,0.957,-62.495999999999995,5,0.987,0.0923,2021-11-12,60,0.0391,100.482,4,1
kCsParkh8ozULkAB,1,54.0,355005.0,62.7,True,0.119,0.0,-9.466,6,0.503,0.234,2023-08-25,46,0.219,119.232,4,10
exRK23KAqbHthvmZ,7,,428959.0,99.0,False,0.119,0.0109,-4.782,6,1.44e-05,0.0449,2020-06-05,56,0.111,110.092,4,11
kLFGrvRDi0AE9SID,5,54.2,650991.0,49.9,False,0.0771,0.0005,-15.846,5,0.407,0.655,1978-06-02,58,0.0671,178.281,4,9
NrvxANjcCfV1Ygpe,3,51.4,521605.0,24.3,False,0.0822,0.00054,-19.696,6,0.752,0.388,1995-01-01,65,0.0288,171.816,4,12
ZSB+4or8KL5ITcy9,0,14.6,826965.0,0.849,False,0.101,0.932,-67.764,5,0.97,0.0389,2017-01-13,56,0.0384,77.324,4,13
yJeq2vZ0se7S7gWX,1,46.7,396721.0,,False,0.134,5.67e-05,-1.2199999999999998,5,5.06e-05,0.477,2019-07-19,47,0.0598,154.899,4,10
qwLbTTKwCOf8Af+p,10,27.400000000000002,798645.0,72.6,False,0.242,0.00626,-7.622,6,8.05e-05,0.269,2023-07-24,31,0.0394,165.079,4,3
SMu0QUoghfRZ5XnO,7,40.8,165405.0,22.0,False,0.132,0.000233,-36.778,6,0.847,0.0768,2023-06-04,34,0.0341,106.472,4,2
+9m6OFpPNpzdHmzj,11,32.300000000000004,186271.0,7.5600000000000005,False,0.104,0.898,-47.222,6,0.958,0.0526,2023-03-27,61,,69.27,3,1
dGCMxTtn6lH2zLGq,1,51.300000000000004,359071.0,49.5,True,0.3,0.0,-11.908000000000001,6,0.00642,0.105,2023-02-17,65,0.45,150.035,4,1
RTZDFG9dN5YFLZ2i,1,,331731.0,57.699999999999996,True,0.117,0.0,-4.832000000000001,6,0.00837,0.341,2023-09-15,71,0.322,154.996,4,1
wTTIF0OrLVKBX67N,8,55.1,408725.0,83.3,False,0.0632,2.77e-06,-5.433999999999999,6,0.0391,0.145,2013,73,0.03,129.885,5,36
DmJa6m4AZV2JH/yN,11,83.0,351533.0,83.1,True,0.259,0.0,-2.4859999999999998,6,0.183,0.96,2023-10-16,55,0.213,169.998,4,1
Jghnu39QxxzTRK5+,2,24.8,192235.0,6.660000000000001,False,0.104,0.938,-51.558,5,0.983,,2023-04-28,50,0.0412,72.66,5,1
VXVN9UGxsElF6hE9,10,67.4,332933.0,63.4,True,0.153,0.0,-11.489999999999998,5,0.0192,0.407,2023-10-19,67,0.154,158.97,4,1
qptMh4Cp8LqQacTh,8,56.2,317575.0,96.8,False,0.344,0.85,-2.7199999999999998,6,0.00304,0.132,2018-12-03,46,0.116,140.069,4,1
rrj/BBEMOmzO+mad,1,35.6,167091.0,14.6,False,0.109,0.733,-44.766,6,0.969,0.063,2023-05-15,36,0.0379,69.684,4,12
rLwlORecQV2QIP9k,2,86.2,340539.0,,True,0.415,0.0,-9.846,6,0.379,0.239,2023-08-04,80,0.283,124.081,4,1
LaKhBbamndi6D3Dl,4,33.7,192709.0,16.5,False,0.0951,0.938,-39.742,5,0.929,0.0392,2023-10-02,37,0.0442,83.544,4,3
T3qI6oKBtDo/WzQ+,1,73.6,377745.0,,True,0.136,0.00086,-5.390000000000001,6,0.0724,0.201,2023-08-18,81,0.0807,132.024,3,1
ij7GviQR7fsziiEZ,5,32.6,244101.0,4.29,False,0.0925,0.883,-53.24,6,0.971,0.078,2023-07-15,33,,69.462,3,16
7Jyqckoi1LHdPJ6D,10,85.3,387433.0,47.599999999999994,True,0.316,7.01e-05,-6.428000000000001,5,0.00521,0.188,2023-10-09,62,0.346,,4,1
10IobhrVHlSP8YCm,1,65.9,348003.0,87.9,False,0.111,0.606,-4.09,5,0.00074,0.104,2018-05-25,44,0.0451,129.964,4,1
Ri0qj4cofHNr+BhI,11,49.0,444149.0,86.1,False,0.102,0.0,-0.36599999999999966,5,0.0496,0.324,2021-09-17,51,0.0445,132.014,4,1
AcvAMVQRmdjBiS4g,9,,179599.0,,False,0.114,0.941,-46.056,5,0.912,0.15,2023-05-19,30,0.0358,72.157,3,21
NmgnvL3ahEMKDZv6,6,22.6,210579.0,8.44,False,0.117,0.867,-49.756,6,0.988,0.0759,2023-05-19,38,0.308,75.643,4,21
YmfKrK5T/WzUZSP1,3,66.3,460297.0,66.8,False,0.0689,0.0113,-10.466,5,0.00522,0.451,2009-10-12,58,0.0479,131.966,4,8
t6J36MKR95snwJ5l,4,89.3,371477.0,51.300000000000004,True,0.153,0.0,-10.916,5,0.531,0.758,2023-07-28,74,0.364,126.061,4,18
q0SXv+iKyAu3p2Qy,5,53.0,446285.0,99.6,False,0.356,0.0534,-3.83,6,0.00016,0.0435,2019-12-06,48,0.0661,121.014,3,1
/NwzF8Kq8oeYj/bV,1,34.9,222327.0,9.34,False,0.112,0.875,-52.916,5,0.961,0.0632,2023-09-22,33,0.0548,73.495,4,3
Roj6aIrRCIBvOuqE,1,47.0,420253.0,89.60000000000001,False,0.244,0.00561,-2.3840000000000003,6,0.0585,0.307,2018-03-22,48,0.0366,129.965,4,1
OxxyhqRN3hlnnhH6,10,68.10000000000001,228077.0,46.5,True,0.079,0.0,-13.742,5,0.0647,0.509,2023-06-30,53,0.379,84.527,4,1
A789muLExEbjS3gT,2,59.699999999999996,358745.0,47.199999999999996,True,0.141,0.0,-12.829999999999998,6,0.00236,,2023-09-22,57,0.414,161.122,4,1
FNfaPV/0fCEBNtfX,10,24.0,275299.0,7.53,False,0.108,0.919,-54.45,5,0.978,0.0707,2023-10-02,30,0.0531,142.894,5,3
yV6sN4fkPiwcj9z8,11,66.10000000000001,440893.0,90.8,False,0.235,7.24e-05,-7.362,6,0.0548,0.459,2009-10-12,49,0.155,135.057,4,8
BFCuv8/+XkioPJI0,10,44.5,318279.0,65.3,True,0.143,0.0,-11.655999999999999,5,0.000605,0.34,2023-09-15,46,0.458,172.191,4,1
jBeNWqAALEdvY61w,9,,424857.0,74.0,False,0.142,1.28e-06,-4.856,5,0.0214,0.454,2013-02-18,51,0.058,128.056,4,3
yQAGA7RiIfPqqwdh,1,71.0,313647.0,68.7,True,0.134,0.0,,6,0.218,0.527,2023-05-24,66,0.0703,147.086,4,1
GbOoTcjgAsUm9pkG,5,89.8,307205.0,64.0,True,0.0919,0.0,-12.591999999999999,5,0.0212,0.68,2022-12-16,71,0.255,149.988,4,23
07GadbFpClDJsP85,5,24.8,177149.0,15.8,False,0.133,0.69,-46.048,5,0.958,0.376,2023-10-06,38,0.0371,189.824,4,1
bMUjcN8iQ4Ekb5u2,10,,198613.0,14.799999999999999,False,0.101,0.903,-30.624000000000002,6,0.948,0.0359,2023-06-02,39,0.0417,96.688,4,1
t0Wk7De0okwV9IYn,2,56.89999999999999,319841.0,60.3,True,0.137,0.0,-10.986,5,0.332,0.353,2023-09-01,62,0.157,75.034,4,1
sMcYnhpeUsIT3JJ3,10,,337717.0,63.9,True,0.202,0.0,-4.852,5,0.0843,0.175,2023-03-31,55,0.161,138.08,4,14
CRxya8nRnWJJ5F7n,0,42.8,396451.0,69.5,False,0.117,4.12e-06,-4.26,6,0.0336,0.214,2018-01-19,54,0.0437,128.111,4,1
1KA9knOg3sX/Mbl1,1,,206807.0,6.7,False,0.104,0.914,-50.822,5,0.974,0.0388,2023-07-15,32,0.0431,63.931,3,16
0E7uzvK7GlNsa5Nf,7,60.8,520413.0,79.10000000000001,False,0.187,0.0111,-8.254,6,0.0388,0.127,2014-04-01,44,0.0337,129.995,4,12
uh+iAxsDILffql6R,2,43.4,339005.0,66.9,True,0.121,0.0,-9.926,6,0.022,0.125,2022-11-25,74,0.0409,96.679,4,1
z1uiCQuB/rYpEHql,6,26.5,187389.0,31.6,False,0.282,0.607,-25.654,5,0.845,0.114,2023-06-01,37,0.0362,72.376,4,2
XVPwLMGRhR5lkk8B,1,87.4,285483.0,20.200000000000003,True,0.14,0.0,-28.628,6,0.0728,0.3,2023-03-20,76,0.798,134.989,4,1
01JfOlwC2c9MoIEa,9,53.300000000000004,241839.0,77.3,True,0.192,0.0,-6.494,6,0.0182,0.537,2023-09-19,58,0.324,98.747,3,1
IhFDWpUZEBXVcOHZ,6,84.89999999999999,435225.0,58.099999999999994,True,0.092,0.0,-5.928000000000001,5,0.0178,0.274,2023-05-03,74,0.261,142.015,4,1
KShTZwuT2co6kksn,1,24.9,261991.0,5.1499999999999995,False,0.104,0.898,-53.502,5,0.993,0.0396,2023-09-04,33,0.044,69.876,3,2
OHjpmDP6ou6hmwHT,9,92.9,275437.0,66.4,True,0.094,0.0,-13.686,6,0.13,0.825,2023-04-28,69,0.348,132.894,4,17
yy3TQMAPVEkyJk6r,10,15.2,166289.0,3.7199999999999998,False,0.0822,0.884,-56.482,6,0.922,0.132,2023-05-06,33,0.0504,136.507,4,9
Sa4ys2HkVY8Rq//T,1,64.3,434787.0,95.7,False,0.0763,0.841,-5.052,6,0.0565,0.281,2018-08-03,51,0.0892,138.073,4,2
OMS8BxkZ21fTJ1Ql,7,53.1,412739.0,89.5,False,0.0922,0.119,-6.054,5,0.0092,0.266,2021-01-08,45,0.0354,127.992,4,1
EthLqDLXaKpiRXJL,10,46.6,248135.0,9.180000000000001,False,0.439,0.803,-48.626,6,0.929,0.0841,2022-01-14,88,0.0269,95.014,4,1
um5T4SUp4QUqbZsQ,3,20.200000000000003,173351.0,7.870000000000001,False,0.122,0.876,-51.098,5,0.987,0.159,2023-05-15,33,0.0429,68.088,3,8
Vn2IJmHjsmBAmWCL,5,67.60000000000001,312617.0,84.39999999999999,True,0.0994,0.0,-4.662000000000001,5,0.271,0.424,2023-09-15,77,0.407,163.992,4,1
yYORl89m/wP31srq,8,,194697.0,10.2,False,0.0661,0.927,,6,0.805,0.0374,2023-09-08,33,0.0522,181.187,3,3
7MXQ2POhbAJRfXPO,1,67.0,348505.0,62.6,True,0.0859,0.0,-3.7140000000000004,6,0.0244,0.168,2023-08-04,63,0.156,159.897,4,1
LpTC9sbOK/gz0DCp,9,28.999999999999996,256135.0,1.3,False,0.0862,0.964,-64.632,6,0.828,0.101,2023-10-13,44,0.0478,140.253,3,1
+nEls+oIwMhuV56A,3,22.8,211651.0,9.51,False,0.0991,0.974,,6,0.912,0.065,2023-04-03,46,0.0516,80.945,4,1
meuMYvh1DfVx0leG,2,36.199999999999996,215023.0,19.6,False,0.116,0.844,-40.694,6,0.983,0.0966,2023-05-18,36,0.0643,75.875,4,17
E61MbdpnE9YWESCY,6,44.9,126321.0,6.25,False,0.108,0.938,-49.92,5,0.975,0.0722,2023-09-04,45,0.03,74.051,3,2
